,Total Raised,First Funding Year,First Funding Month,First Funding Day,Service_Blockchain Infrastructure,Service_Blockchain Service,Service_CeFi,Service_Chain,Service_DeFi,Service_GameFi,Service_Social,Service_Stablecoin,Funding Round_Angel,Funding Round_Pre-Seed,Funding Round_Pre-Series A,Funding Round_Seed,Funding Round_Series A,Funding Round_Strategic,Funding Round_Undisclosed,Inverstors_and_desc
10,0.02384456873712099,0.0,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"XForce Capital SOAI represents a AI platform revolutionizing virtual social interaction. By harnessing cutting-edge technologies including Web3, AI, and AR/VR, SOAI aims to transcend traditional boundaries and provide users with deep emotional companionship."
11,0.05328230791875184,0.0,1.0,0.034482758620689655,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Gobi Partners, Bigger Than Race, DeepBrainChain DeepLink emerges as a pioneering Web3 Cloud Gaming Platform, with a remote control tool serving as the gateway. By integrating artificial intelligence, blockchain, and streaming technology, DeepLink tackles the trust issue through blockchain, enabling players worldwide to share or rent personal gaming PCs at any time."
12,0.4230203120400353,0.0,1.0,0.034482758620689655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"CMCC Global, Titan Capital, GBV Capital, Token Bay Capital Moongate is a web3 utility platform focused on driving mass adoption of NFTs. With a mission to democratize access, Moongate has developed a no-code tool enabling brands and events to effortlessly create, distribute, and integrate NFT tickets and memberships."
13,0.02384456873712099,0.0,1.0,0.034482758620689655,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Avalon Wealth Club, Kangaroo Capital, Brainbox MetaDos is Free-to-Ply-to-Own Esports Battle Royale Game on Web3 developed by DOS Labs. It is a TPS cross-platform shooting game that will be launched on PC and Mobile supporting up to 100 players."
14,0.0627023844568737,0.0,1.0,0.034482758620689655,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"GBV Capital, FBG Capital, Icetea Labs, Basics Capital XRADERS stands as an AI crypto insights platform dedicated to empowering investors with informed decision-making. Through curated insights from experts, XRADERS equips users with the knowledge needed to navigate the complex world of crypto investments confidently."
15,0.11686782455107447,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"CMS Holdings, Kyros Ventures, Saison Capital, Base Ecosystem Fund BSX is building a decentralized limit order book for users to go long and short with leverage. BSX will bring the best of CeFi trading experiences (e.g. cross-collateralization, powerful cross-margining, improved front-end, limit orders) with the best of DeFi (such as self-custody directly on Base)."
16,0.10214895496025905,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Lerer Hippeau, Arrington XRP Capital, White Star Capital, Arca Lockchain.ai is a pioneering risk management platform designed specifically for blockchain assets. It harnesses the power of generative AI to furnish traders and asset managers with real-time intelligence, enabling them to comprehensively understand portfolio risks continuously."
17,0.06976744186046512,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The Spartan Group, Multicoin Capital, Animoca Brands, Mechanism Capital Burnt is evolving the future of Web3 with the introduction of XION, the first chain purpose-built for consumer adoption. XION is intended to remove technical crypto barriers for consumers, providing a toolkit that includes seamless fiat on/off ramps, direct credit card purchases, familiar Web2 logins, safe account abstraction for mobile support, and zero gas fees."
18,0.1792758316161319,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Hashed Fund, Arrington XRP Capital, Morningstar Ventures, Amber Group Merkle Trade stands as the gamified perpetual trading decentralized exchange built on Aptos. With a vision to emerge as the largest decentralized leveraged trading center, the platform prioritizes user-friendliness and accessibility."
19,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Delphi Digital, Framework Ventures Arrow Markets represents the next generation of options markets, aiming to democratize the entire options trading pipeline, from market making to brokering, to clearing and settlement. Arrow's Automated Market Maker (AMM) leverages sophisticated demand-based pricing and a hedging engine that replicates traditional market makers' activities."
20,0.012069473064468648,0.0,0.0,0.9655172413793104,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The Spartan Group, OKX Ventures, Maven 11 Capital, HTX Ventures Sophon is a modular blockchain."
21,0.24050632911392406,0.0,0.0,0.9310344827586207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Balaji Srinivasan, ConsenSys, Jump Capital, Borderless Capital Biconomy provides plug-n-play APIs to make web3.0 user-friendly & frictionless. "
22,0.028554607006181926,0.0,0.0,0.9310344827586207,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Framework Ventures, Blocktower Capital, HV Capital, Coinbase Ventures Midas is an asset tokenization platform that facilitates the exposure to institutional-grade assets on-chain. Through Midas, investors can access investment-grade securities on-chain, leveraging the full suite of decentralized finance (DeFi) applications via a permissionless ERC-20 token."
23,0.004533411833971151,0.0,0.0,0.9310344827586207,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Faction, Tagus Capital, Digital Currency Group (DCG), OKX Ventures FLock.io is dedicated to constructing a decentralized, privacy-preserving solution for Artificial Intelligence. The initiative introduces Federated Learning Blocks (FLocks), utilizing blockchain as a coordination platform among data holders for conducting Machine Learning while ensuring data remains local and private."
24,0.11686782455107447,0.0,0.0,0.9310344827586207,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Negentropy Capital, BitValue Capital, Hussein Family Office Taproot Labs is innovating in the Bitcoin ecosystem with its focus on Layer2 development and a multi-chain asset trading platform utilizing the Lightning Network and Taproot Assets Protocol. Its main offerings, Taproot Chain and Taproot Exchange, aim to enhance the BTC ecosystem with stability, high speed, and security."
25,0.16396820724168384,0.0,0.0,0.9310344827586207,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"Polychain Capital, NGC Ventures, Amber Group, Waterdrip Capital DappOS is a Web3 operating protocol designed to make dApps user-friendly, like mobile applications. As the first Web3 unified operating protocol, it creates a layer between users and encrypted infrastructure such as public chains and cross-chain bridges. This enables users to easily interact with dappOS and complete verification and execution in a decentralized world."
26,0.05799234618781277,0.0,0.0,0.9310344827586207,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"The Spartan Group, Solana Ventures, Distributed Global, Amber Group Parallel is an innovative science fiction trading card game (TCG) that leverages non-fungible tokens (NFTs) to grant players ownership of their cards and other in-game assets. These NFT cards enable players to construct personalized decks and engage in gameplay within an online client or mobile game."
27,0.19458345599057997,0.0,0.0,0.896551724137931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,"No Limit Holdings, Mask Network, Formless Capital, Builder Capital Rug.ai is an AI Security tooling platform designed to offer essential information for making informed decisions on-chain. It aspires to provide an end-to-end solution for on-chain safety, ranging from wallet signature and phishing checks to democratizing token launches."
28,0.043273476596997346,0.0,0.0,0.896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"SC Ventures Unstable Protocol is a lending protocol native to LRTfi, offering users the capability to borrow against their (re)staked ETH. Additionally, it enables users to unlock the utility of their (re)staked ETH on Layer-2 blockchains, expanding the possibilities for decentralized finance (DeFi) participants."
29,0.27583161613188106,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Lattice, Blockchain Founders Fund, BlackEdge Capital, Laser Digital BloodLoop is an addictive MMO-FPS game with a decentralized economic ecosystem and game dynamics, built on the Avalanche Blockchain. This GameFi project was born out of the need to overcome the huge numerical disparity of players between two worlds: web2 and web3."
30,0.08154253753311745,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Merit Circle, Avalanche Foundation BOB, standing for Build on Bitcoin, is a Bitcoin Layer 2 solution that's fully EVM-compatible, aiming to unite the robust security of Bitcoin with the versatility and innovation of Ethereum's smart contracts. This groundbreaking platform enables the development of decentralized applications (dApps) directly on Bitcoin, leveraging the Ethereum Virtual Machine for seamless execution of smart contracts while maintaining Bitcoin as the native asset. It's designed to significantly expand the utility and functionality of Bitcoin, inviting a new era of development on the world's first and most secure blockchain."
31,0.005004415660877245,0.0,0.0,0.896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Castle Capital, CMS Holdings, IOSG, Mechanism Capital Offering advanced tools such as game verification services, anti-cheat, and anti-hack layers, Elixir ensures a safer web3 gaming environment for players and guilds alike. Moreover, Elixir boasts a social platform that fosters community building and facilitates the growth of in-game economies, providing a holistic gaming experience for its users."
32,0.1521931115690315,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Shima Capital, Square Enix Illuvium is a RPG sci-fi adventure game built on the Ethereum network. The game features elements of DeFi and blockchain allowing players to earn rewards for playing the game and complete ownership of in-game assets. Players can discover an intergalactic world and battle wild creatures whilst all the while earning rewards. The game is built using Unreal Engine 5."
33,0.411245216367383,0.0,0.0,0.896551724137931,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,"The Spartan Group, Animoca Brands, Polygon Ventures, Arrington XRP Capital Bitlayer is a Layer 2 solution that achieves Bitcoin-equivalent security, built upon BitVM. It emphasizes a verification process aimed at ensuring security on par with Bitcoin's Layer 1. By leveraging BitVM, Bitlayer supports an environment where Bitcoin's computational capabilities can be expanded, aligning with the vision that Bitcoin can eventually compute everything. Additionally, Bitlayer introduces the BitRC-20 asset framework, designed to enrich the ecosystem with a wide array of asset classes, fostering a diverse and secure development landscape within the Bitcoin network."
34,0.046217250515160437,0.0,0.0,0.896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,"Framework Ventures, ABCDE, OKX Ventures, Kenetic Capital MyShell is a web3-enabled AI platform that lets users create personalized chatbots called ""Shells."" The platform is for both content creators and consumers — creators can generate AI content bots, and consumers can find and use those bots."
35,0.18751839858698854,0.0,0.0,0.896551724137931,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,"DragonFly Capital, Balaji Srinivasan, Delphi Digital, OKX Ventures The peaq network enables machines to provide and render services and become fully self-sufficient by leveraging peer-to-peer (p2p) technologies such as Machine NFTs (Non-Fungible Tokens), Decentralized Finance (DeFi), Self-Sovereign Identity (SSI) and novel economic mechanisms to align the incentives of all Economy of Things stakeholders, namely; machines, machine owners, manufacturers, individuals/users, organizations and investors, while incentivising the deployment of more machines to the network."
36,0.894024138946129,0.0,0.0,0.896551724137931,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Axiom Asia Private Capital MetaBlox is delivering enterprise-grade WiFi roaming to the public worldwide, ensuring uninterrupted, low-cost access to Web3 and the Metaverse compared to cellular services, as well as enhanced network security and an exceptional overall experience."
37,0.0,0.0,0.0,0.896551724137931,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"Borderless Capital, Generative Ventures, The Spartan Group, Animoca Brands Kima disrupts traditional interoperability solutions, facilitating the swift adoption of Web3 and crypto for every user by completely eliminating the required adaptation curve. It achieves this by leveraging its unique decentralized omnichain technology, which simplifies and secures TradFi/DeFi interoperability more efficiently than traditional protocols that use smart-contracts. This superior approach not only supports mass adoption of DeFi by Web2 users, but also enhances the user experience for professional Web3 users."
38,0.034442154842508094,0.0,0.0,0.8620689655172414,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"Volt Capital, Anagram Crypto, IoTeX, SNZ Holding MyPrize is a web3 gaming startup dedicated to providing multiplayer online crypto casino experiences. Setting itself apart, MyPrize revolutionizes the single-player online gaming market by introducing a collaborative multiplayer experience."
39,0.19929349425964088,0.0,0.0,0.8620689655172414,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,"not available 0G is a Modular AI Chain featuring a scalable programmable Data Availability (DA) layer tailored for AI dapps. Its modular technology facilitates seamless interoperability between chains, ensuring security, eliminating fragmentation, and maximizing connectivity."
